iter	Logloss
446	0.2608094613
447	0.2601585587
448	0.2596220374
449	0.2589741945
450	0.2585413059
451	0.2579688629
452	0.2574427128
453	0.2568046252
454	0.2565359275
455	0.2558999459
456	0.2555421591
457	0.2551354567
458	0.2545054952
459	0.25394545
460	0.2536247571
461	0.2532118559
462	0.2528038422
463	0.2523319721
464	0.2519915104
465	0.2515207926
466	0.2512114048
467	0.2507899006
468	0.2502363523
469	0.2498481472
470	0.2492325902
471	0.2488356829
472	0.2484938701
473	0.2479515473
474	0.2475137313
475	0.2471966942
476	0.2465904156
477	0.2460355759
478	0.2454371254
479	0.2451191147
480	0.2446381052
481	0.2441622416
482	0.2437778314
483	0.2431865533
484	0.2425946792
485	0.2420030435
486	0.2414156993
487	0.2409955661
488	0.2404091954
489	0.2399952809
490	0.2395336628
491	0.2390737136
492	0.2387531002
493	0.2384559115
494	0.2380575935
495	0.2375317017
496	0.2372016907
497	0.2367899815
498	0.2363638083
499	0.2358602285
500	0.2352936069
501	0.2347302834
502	0.2343684435
503	0.2340778907
504	0.2335212032
505	0.2332553665
506	0.2328923345
507	0.2323348721
508	0.2320465048
509	0.2314939102
510	0.2311530511
511	0.2306983868
512	0.2303511699
513	0.2300229073
514	0.2296256423
515	0.2290817499
516	0.2285380363
517	0.2281489372
518	0.2278325955
519	0.227583766
520	0.2271066507
521	0.2267557184
522	0.2263310552
523	0.2258404891
524	0.2254858613
525	0.2250647744
526	0.2245785793
527	0.2241096497
528	0.223837018
529	0.223311007
530	0.222894311
531	0.2225050728
532	0.2220893304
533	0.2217707634
534	0.2213585575
535	0.220971783
536	0.220595479
537	0.2202661633
538	0.2199647824
539	0.2195953925
540	0.2190823952
541	0.2186301152
542	0.218334794
543	0.2180406054
544	0.2177116275
545	0.2174488107
546	0.2170311014
547	0.216527462
548	0.2161667148
549	0.2158406774
550	0.215517501
551	0.2151165406
552	0.2147570848
553	0.2144753337
554	0.2140345772
555	0.213680764
556	0.213236471
557	0.2129602234
558	0.2127043804
559	0.2123175462
560	0.2119256258
561	0.2115393281
562	0.2111546993
563	0.2108080586
564	0.2105425795
565	0.2102393309
566	0.2098913789
567	0.2095343272
568	0.2090535363
569	0.2087481419
570	0.2083651622
571	0.2080964049
572	0.207823058
573	0.2075027426
574	0.2071678241
575	0.2068129381
576	0.206475536
577	0.2061683536
578	0.2058646282
579	0.2056070964
580	0.2052260836
581	0.2049245437
582	0.204622527
583	0.2043389479
584	0.2040049434
585	0.2036993702
586	0.2033279538
587	0.2029651006
588	0.2027307749
589	0.2024233143
590	0.2019638022
591	0.2016687592
592	0.2014093598
593	0.2011272907
594	0.2007255952
595	0.2002716064
596	0.1999311646
597	0.1994792024
598	0.1992332935
599	0.1990280946
600	0.1987182498
601	0.1983222961
602	0.1978757183
603	0.1975904504
604	0.1972422202
605	0.1968923608
606	0.1965287924
607	0.1961263021
608	0.1956876516
609	0.1954356035
610	0.1949989994
611	0.1945639054
612	0.1942442656
613	0.1938109795
614	0.1934996446
615	0.1931927204
616	0.1928489407
617	0.1925706466
618	0.1922356288
619	0.1918990215
620	0.1916088263
621	0.1911840439
622	0.1907611887
623	0.1905699571
624	0.1903664271
625	0.1899453998
626	0.189526697
627	0.1892815431
628	0.1890210708
629	0.1886916558
630	0.1882756948
631	0.1878624757
632	0.1875389616
633	0.1872009238
634	0.1868733962
635	0.1865859032
636	0.1862966021
637	0.1860035261
638	0.1857264439
639	0.1854744951
640	0.1851843198
641	0.1847805977
642	0.1843771537
643	0.1840880712
644	0.1838873426
645	0.183486402
646	0.1832072934
647	0.1829459667
648	0.1825949748
649	0.1823154092
650	0.1819199125
651	0.1816744804
652	0.1814069549
653	0.1810939113
654	0.1808843215
655	0.180656155
656	0.1804142992
657	0.1800987522
658	0.1797105074
659	0.1793224414
660	0.1789371967
661	0.1786794662
662	0.1782954137
663	0.1780205369
664	0.1778064569
665	0.1775091092
666	0.177243789
667	0.1769561569
668	0.1767137448
669	0.1763352156
670	0.1761193077
671	0.175743103
672	0.175552388
673	0.1753133138
674	0.175079306
675	0.1748715242
676	0.1746832927
677	0.1743912498
678	0.1741332213
679	0.1739032666
680	0.173612237
681	0.1733783086
682	0.173010389
683	0.1727103591
684	0.1724565824
685	0.1722710133
686	0.1720439394
687	0.1716809869
688	0.171456933
689	0.1711703738
690	0.1708836357
691	0.1706029375
692	0.170309027
693	0.1700301369
694	0.1696727872
695	0.1694763899
696	0.1692565084
697	0.1690247456
698	0.168809394
699	0.1686200102
700	0.1683732669
701	0.1681783795
702	0.1678270499
703	0.1675190528
704	0.1672778527
705	0.1670624415
706	0.1668400367
707	0.1665970981
708	0.1662506163
709	0.1660398642
710	0.1656947732
711	0.1654514074
712	0.1652041475
713	0.164896518
714	0.1647450129
715	0.1645016571
716	0.1643136541
717	0.1641516884
718	0.1639105777
719	0.1636343002
720	0.1633546551
721	0.1631884873
722	0.1628524661
723	0.1625587145
724	0.1623232464
725	0.1621091266
726	0.1617761453
727	0.1615136166
728	0.1611828208
729	0.1609267592
730	0.1606694758
731	0.1604359746
732	0.1602056225
733	0.15987885
734	0.159674267
735	0.1594220698
736	0.1592180133
737	0.1590205729
738	0.1586974462
739	0.1584689617
740	0.1581479212
741	0.1578277747
742	0.1576048732
743	0.1573800842
744	0.1570619245
745	0.1567452053
746	0.1564543843
747	0.1562379499
748	0.1560444236
749	0.1558192968
750	0.1555981934
751	0.1552857161
752	0.155039688
753	0.1548268596
754	0.1545550525
755	0.154335022
756	0.1540653209
757	0.1538731058
758	0.1537327965
759	0.1535825133
760	0.1532757481
761	0.1531088551
762	0.152920723
763	0.1527308126
764	0.152493
765	0.1522361636
766	0.1520953576
767	0.1519116759
768	0.1517118414
769	0.1514783899
770	0.1512866517
771	0.1510136127
772	0.1508806149
773	0.1507184307
774	0.1504207452
775	0.1502285202
776	0.1499934991
777	0.1496993899
778	0.1494646072
779	0.149255981
780	0.1490291158
781	0.148786366
782	0.1486177047
783	0.1484525402
784	0.1482508481
785	0.1480194529
786	0.1478243669
787	0.1475976507
788	0.1474336584
789	0.1471797625
790	0.1470129689
791	0.1467880209
792	0.1465849976
793	0.1464274327
794	0.146164606
795	0.145957152
796	0.1457024813
797	0.1454784473
798	0.1453281442
799	0.1451896032
800	0.1449917157
801	0.1447598835
802	0.1445822815
803	0.1443003217
804	0.1440794667
805	0.1438838641
806	0.1436043382
807	0.1434355676
808	0.1432663997
809	0.1430884004
810	0.142872711
811	0.1426955263
812	0.1424202919
813	0.1422249873
814	0.1420737505
815	0.1419066191
816	0.1416832308
817	0.1414939165
818	0.1412476401
819	0.141085426
820	0.1408951779
821	0.1407529612
822	0.140575399
823	0.1403655807
824	0.1400958101
825	0.1398618619
826	0.1396740576
827	0.1394883394
828	0.1392429968
829	0.1390278339
830	0.1388412118
831	0.138576746
832	0.1383945545
833	0.1382140915
834	0.1380281448
835	0.137764136
836	0.1375841399
837	0.137322704
838	0.1370880802
839	0.1369313796
840	0.136754334
841	0.1366033355
842	0.1364223162
843	0.1363068521
844	0.1361249089
845	0.1359154284
846	0.1356568336
847	0.1354586085
848	0.1352021396
849	0.1350274285
850	0.134912769
851	0.1347384652
852	0.1345383724
853	0.1343623996
854	0.1342184842
855	0.1340519786
856	0.1338584125
857	0.1336059074
858	0.1334208449
859	0.133191824
860	0.1329780916
861	0.1327296495
862	0.1326254805
863	0.1324291825
864	0.1322135528
865	0.1320733031
866	0.1318252385
867	0.1316772302
868	0.131565402
869	0.1313651204
870	0.1312028766
871	0.1309611201
872	0.1308410366
873	0.1307263871
874	0.1305422286
875	0.1304273407
876	0.1302689115
877	0.1301670074
878	0.1300328374
879	0.1299211979
880	0.1296806931
881	0.1295163433
882	0.1293888291
883	0.129268527
884	0.12908566
885	0.1289445559
886	0.1287066241
887	0.1285955707
888	0.1284668247
889	0.1283484697
890	0.1281330387
891	0.1279987693
892	0.1278205713
893	0.1276804209
894	0.1275143226
895	0.1273751259
896	0.1271927158
897	0.1270804902
898	0.1268676718
899	0.1267166932
900	0.1266079346
901	0.1264970303
902	0.1263601482
903	0.126198113
904	0.1260798872
905	0.1259401838
906	0.1257928113
907	0.1255888542
908	0.1253907979
909	0.1252308488
910	0.1250723004
911	0.1249545614
912	0.1247787674
913	0.1246737639
914	0.1245331665
915	0.1244041324
916	0.124202927
917	0.1240256031
918	0.1238026122
919	0.1237104932
920	0.1236029168
921	0.1234667003
922	0.1233235896
923	0.1231738528
924	0.1229992012
925	0.1228727102
926	0.122679621
927	0.1224598487
928	0.1223550936
929	0.1221649945
930	0.1220353444
931	0.1219132145
932	0.121742487
933	0.1216285725
934	0.121495386
935	0.121296982
936	0.121080478
937	0.120933344
938	0.1207387447
939	0.1205484867
940	0.120444417
941	0.1202808221
942	0.1201359828
943	0.1200433771
944	0.1199358106
945	0.1197705468
946	0.1196450094
947	0.1195187966
948	0.1193745534
949	0.1191949447
950	0.1189845999
951	0.1188400189
952	0.1187091271
953	0.1186020374
954	0.1184338331
955	0.1182473898
956	0.1181085308
957	0.1179828246
958	0.1178787251
959	0.1177513997
960	0.1176274618
961	0.1174858014
962	0.1173673669
963	0.1171853741
964	0.1170826256
965	0.1169273456
966	0.1167727311
967	0.1166511973
968	0.1165374319
969	0.1163971027
970	0.1161949933
971	0.1159931223
972	0.1158603628
973	0.1157255769
974	0.1156237721
975	0.1155013839
976	0.11538891
977	0.1152371864
978	0.1150374512
979	0.1148386995
980	0.1146880587
981	0.1145696342
982	0.114372164
983	0.114175121
984	0.1140752335
985	0.1139569382
986	0.1138421098
987	0.1136721174
988	0.1135687729
989	0.1134598156
990	0.1133274635
991	0.1131714781
992	0.113079826
993	0.1129889091
994	0.1128335992
995	0.1127188504
996	0.1125889719
997	0.1123969555
998	0.1122942766
999	0.1121014853
